Date,Market Cap,Volume,Open,Close
8/19/2024,14571479334.00,402771976.00,0.10009,0.10160
8/18/2024,14951778483.00,334488342.00,0.10270,0.10009
8/17/2024,14597266804.00,587697638.00,0.10033,0.10270
8/16/2024,14586468896.00,646523391.00,0.10028,0.10033
8/15/2024,14917983430.00,594695370.00,0.10253,0.10028
8/14/2024,15490052395.00,624845266.00,0.10647,0.10253
8/13/2024,15683936511.00,844162997.00,0.10765,0.10647
8/12/2024,14628313028.00,727257294.00,0.10057,0.10765
8/11/2024,15292688340.00,391165146.00,0.10517,0.10057
8/10/2024,15071065216.00,615035196.00,0.10397,0.10517
8/9/2024,15570629384.00,913352532.00,0.10744,0.10397
8/8/2024,13936513456.00,1047040603.00,0.09564,0.10744
8/7/2024,13994585100.00,1255131118.00,0.09630,0.09564
8/6/2024,13752269734.00,3554936021.00,0.09444,0.09630
8/5/2024,15062196873.00,894909528.00,0.10364,0.09444
8/4/2024,15735849331.00,914188975.00,0.10828,0.10364
8/3/2024,16138782915.00,867228798.00,0.11121,0.10828
8/2/2024,17327999681.00,980601545.00,0.11932,0.11121
8/1/2024,17743396420.00,633251305.00,0.12208,0.11932
7/31/2024,18236805798.00,706235990.00,0.12547,0.12208
7/30/2024,18689191201.00,868804791.00,0.12837,0.12547
7/29/2024,18884811368.00,856046744.00,0.13000,0.12837
7/28/2024,19196394168.00,1380975270.00,0.13207,0.13000
7/27/2024,19514228665.00,872110973.00,0.13435,0.13207
7/26/2024,18182583657.00,1042779687.00,0.12517,0.13435
7/25/2024,18592905681.00,825645019.00,0.12802,0.12517
7/24/2024,18947849443.00,992568650.00,0.13056,0.12802
7/23/2024,20039579761.00,1577710181.00,0.13805,0.13056
7/22/2024,20345296002.00,1336401338.00,0.14012,0.13805
7/21/2024,19532230329.00,1208802266.00,0.13453,0.14012
7/20/2024,18216571578.00,786013599.00,0.12546,0.13453
7/19/2024,17350790526.00,728745559.00,0.11947,0.12546
7/18/2024,17718114213.00,737161135.00,0.12182,0.11947
7/17/2024,18155790339.00,1001637169.00,0.12504,0.12182
7/16/2024,18154704181.00,864205891.00,0.12523,0.12504
7/15/2024,16795164086.00,563795258.00,0.11566,0.12523
7/14/2024,16286335057.00,511037035.00,0.11218,0.11566
7/13/2024,15602333695.00,481155141.00,0.10761,0.11218
7/12/2024,15455996429.00,554089206.00,0.10667,0.10761
7/11/2024,15653882473.00,563764968.00,0.10794,0.10667
7/10/2024,15605363909.00,586788337.00,0.10751,0.10794
7/9/2024,15587432921.00,1040715425.00,0.10750,0.10751
7/8/2024,15063827325.00,649702979.00,0.10401,0.10750
7/7/2024,16408820653.00,858389593.00,0.11336,0.10401
7/6/2024,15345059544.00,1731535976.00,0.10584,0.11336
7/5/2024,15213122619.00,1144361379.00,0.10485,0.10584
7/4/2024,17165364711.00,657450943.00,0.11850,0.10485
7/3/2024,18093543437.00,418357315.00,0.12498,0.11850
7/2/2024,17870285404.00,460412943.00,0.12336,0.12498
7/1/2024,18016125164.00,379822255.00,0.12443,0.12336
6/30/2024,17626378208.00,296118067.00,0.12163,0.12443
6/29/2024,17796690555.00,644207175.00,0.12282,0.12163
6/28/2024,18383724239.00,630945650.00,0.12691,0.12282
6/27/2024,17760072844.00,548062898.00,0.12262,0.12691
6/26/2024,18243824304.00,811718661.00,0.12612,0.12262
6/25/2024,17247466156.00,985468535.00,0.11915,0.12612
6/24/2024,17674367218.00,442120969.00,0.12207,0.11915
6/23/2024,17925253479.00,347152934.00,0.12376,0.12207
6/22/2024,17957641253.00,639224896.00,0.12403,0.12376
6/21/2024,18026720498.00,748898928.00,0.12440,0.12403
6/20/2024,17676576972.00,652055993.00,0.12221,0.12440
6/19/2024,17638069301.00,1444125729.00,0.12215,0.12221
6/18/2024,18645427195.00,962751055.00,0.12888,0.12215
6/17/2024,19807054448.00,393701400.00,0.13683,0.12888
6/16/2024,19769867009.00,501291288.00,0.13656,0.13683
6/15/2024,19536468886.00,873884428.00,0.13495,0.13656
6/14/2024,20447275233.00,800916000.00,0.14099,0.13495
6/13/2024,21118265430.00,1292581334.00,0.14609,0.14099
6/12/2024,19979679634.00,1300845977.00,0.13805,0.14609
6/11/2024,20942107078.00,702056069.00,0.14483,0.13805
6/10/2024,21237598759.00,606247858.00,0.14678,0.14483
6/9/2024,21102562374.00,781683797.00,0.14611,0.14678
6/8/2024,21433230431.00,1381300165.00,0.14831,0.14611
6/7/2024,23169441308.00,787716169.00,0.16017,0.14831
6/6/2024,23591672594.00,733579745.00,0.16351,0.16017
6/5/2024,23349263292.00,668890586.00,0.16154,0.16351
6/4/2024,22852807835.00,752793560.00,0.15822,0.16154
6/3/2024,22704955783.00,509609863.00,0.15702,0.15822
6/2/2024,23136505822.00,458029421.00,0.16015,0.15702
6/1/2024,23037169421.00,831262885.00,0.15912,0.16015
5/31/2024,23056540378.00,1246129241.00,0.15951,0.15912
5/30/2024,23657737542.00,1276072362.00,0.16369,0.15951
5/29/2024,23871875362.00,1195417952.00,0.16502,0.16369
5/28/2024,24431699790.00,1162225142.00,0.16913,0.16502
5/27/2024,24032751452.00,1124047973.00,0.16621,0.16913
5/26/2024,24917166590.00,1313262488.00,0.17290,0.16621
5/25/2024,23620891858.00,2470188159.00,0.16354,0.17290
5/24/2024,23027007944.00,1890104534.00,0.15962,0.16354
5/23/2024,23964079376.00,1659358907.00,0.16611,0.15962
5/22/2024,24614228946.00,2561530644.00,0.17077,0.16611
5/21/2024,23764211735.00,1354274363.00,0.16524,0.17077
5/20/2024,21492823146.00,665096142.00,0.14905,0.16524
5/19/2024,22093368414.00,664366046.00,0.15299,0.14905
5/18/2024,22451162337.00,951198301.00,0.15567,0.15299
5/17/2024,21623466231.00,1154124392.00,0.14971,0.15567
5/16/2024,22551018858.00,1460735575.00,0.15571,0.14971
5/15/2024,20961494976.00,1573536856.00,0.14542,0.15571
5/14/2024,21420833117.00,1893014470.00,0.14842,0.14542
5/13/2024,20367341230.00,597400478.00,0.14116,0.14842
5/12/2024,20606096722.00,536720267.00,0.14281,0.14116
5/11/2024,20783768144.00,1055816393.00,0.14405,0.14281
5/10/2024,21906326937.00,1099544409.00,0.15209,0.14405
5/9/2024,20629270043.00,1155433009.00,0.14350,0.15209
5/8/2024,21704508316.00,1188542445.00,0.15026,0.14350
5/7/2024,22567589431.00,1817376305.00,0.15654,0.15026
5/6/2024,23139601584.00,1564164212.00,0.16088,0.15654
5/5/2024,23083739055.00,2801320943.00,0.15996,0.16088
5/4/2024,21090329917.00,1343946354.00,0.14599,0.15996
5/3/2024,19065407101.00,1414713760.00,0.13223,0.14599
5/2/2024,18810287917.00,2241339745.00,0.13019,0.13223
5/1/2024,19261936213.00,1422725149.00,0.13340,0.13019
4/30/2024,20690016920.00,1085608283.00,0.14346,0.13340
4/29/2024,21147179691.00,648095776.00,0.14667,0.14346
4/28/2024,21291269496.00,862788251.00,0.14797,0.14667
4/27/2024,21266410032.00,903530329.00,0.14783,0.14797
4/26/2024,21842387697.00,1103803991.00,0.15155,0.14783
4/25/2024,21787972774.00,1552476420.00,0.15131,0.15155
4/24/2024,23022531114.00,1087380589.00,0.15992,0.15131
4/23/2024,23219028664.00,1342124804.00,0.16116,0.15992
4/22/2024,22770712304.00,1342442234.00,0.15813,0.16116
4/21/2024,23408387825.00,1764345302.00,0.16259,0.15813
4/20/2024,22444393611.00,2362668275.00,0.15604,0.16259
4/19/2024,21840876245.00,2067457011.00,0.15196,0.15604
4/18/2024,21278366107.00,2082597478.00,0.14789,0.15196
4/17/2024,22473131151.00,2671750827.00,0.15591,0.14789
4/16/2024,23225387537.00,3912933592.00,0.16171,0.15591
4/15/2024,23438275173.00,4041893018.00,0.16250,0.16171
4/14/2024,22226052735.00,5103153614.00,0.15387,0.16250
4/13/2024,25168644017.00,3923979682.00,0.17480,0.15387
4/12/2024,27908264923.00,2390365425.00,0.19411,0.17480
4/11/2024,28718402571.00,2928785361.00,0.19961,0.19411
