Date,Market Cap,Volume,Open,Close
11/5/2024,2.88417E+11,17316680978,2395.95,2422.37
11/4/2024,2.9608E+11,14546539750,2456.98,2395.95
11/3/2024,2.99973E+11,8253307127,2491.35,2456.98
11/2/2024,3.02633E+11,20396109310,2513.84,2491.35
11/1/2024,3.02904E+11,20097565242,2514.75,2513.84
10/31/2024,3.20125E+11,22790792401,2657.61,2514.75
10/30/2024,3.17634E+11,22541317733,2638.64,2657.61
10/29/2024,3.08761E+11,19560694035,2564.81,2638.64
10/28/2024,3.01656E+11,8656317175,2505.5,2564.81
10/27/2024,2.98518E+11,13434262241,2479.37,2505.5
10/26/2024,2.90598E+11,23734197479,2422.09,2479.37
10/25/2024,3.05016E+11,16708110977,2536.23,2422.09
10/24/2024,3.03759E+11,19004341635,2524.1,2536.23
10/23/2024,3.15287E+11,15418370746,2619.57,2524.1
10/22/2024,3.20872E+11,17340865616,2665.73,2619.57
10/21/2024,3.30128E+11,12697856634,2742.96,2665.73
10/20/2024,3.18975E+11,7337169826,2649.98,2742.96
10/19/2024,3.18246E+11,16301885114,2643.16,2649.98
10/18/2024,3.13195E+11,14330391810,2603.12,2643.16
10/17/2024,3.14435E+11,16135687550,2611.7,2603.12
10/16/2024,3.13216E+11,21986428173,2602.08,2611.7
10/15/2024,3.16451E+11,21502937840,2628.5,2602.08
10/14/2024,2.96978E+11,7516544091,2466.86,2628.5
10/13/2024,2.98283E+11,8538997411,2477.61,2466.86
10/12/2024,2.93163E+11,13097241431,2435.71,2477.61
10/11/2024,2.86553E+11,14686776834,2381.78,2435.71
10/10/2024,2.85085E+11,14384326799,2367.62,2381.78
10/9/2024,2.94191E+11,13601054199,2441.47,2367.62
10/8/2024,2.91613E+11,16943828822,2422.75,2441.47
10/7/2024,2.93516E+11,7641011284,2438.03,2422.75
10/6/2024,2.90706E+11,7362867898,2415.4,2438.03
10/5/2024,2.90928E+11,15230883994,2416.92,2415.4
10/4/2024,2.82602E+11,18771995105,2348,2416.92
10/3/2024,2.84622E+11,20613586399,2365.23,2348
10/2/2024,2.95244E+11,26538568534,2451.63,2365.23
10/1/2024,3.12578E+11,17539259209,2597.34,2451.63
9/30/2024,3.20146E+11,9570811494,2659.61,2597.34
9/29/2024,3.22762E+11,9607072594,2680.22,2659.61
9/28/2024,3.24682E+11,16468123574,2698.19,2680.22
9/27/2024,3.16829E+11,16686162393,2630.95,2698.19
9/26/2024,3.09875E+11,14003678833,2578.57,2630.95
9/25/2024,3.19525E+11,16584773336,2653.84,2578.57
9/24/2024,3.18666E+11,19740370944,2647.99,2653.84
9/23/2024,3.10841E+11,12759588942,2582.85,2647.99
9/22/2024,3.15153E+11,9276102855,2614.6,2582.85
9/21/2024,3.07587E+11,18498405459,2557.62,2614.6
9/20/2024,2.96681E+11,17820089225,2465.23,2557.62
9/19/2024,2.83874E+11,17524561762,2361.96,2465.23
9/18/2024,2.81705E+11,14449511266,2341.09,2361.96
9/17/2024,2.7634E+11,16629103879,2295.13,2341.09
9/16/2024,2.79258E+11,9361948333,2322.64,2295.13
9/15/2024,2.90913E+11,7248493705,2418.08,2322.64
9/14/2024,2.94132E+11,13122792870,2445.09,2418.08
9/13/2024,2.84255E+11,11610780893,2362.3,2445.09
9/12/2024,2.82041E+11,14692963989,2342.96,2362.3
9/11/2024,2.87423E+11,12508388687,2389.47,2342.96
9/10/2024,2.84026E+11,15874675674,2359.57,2389.47
9/9/2024,2.76344E+11,9844980387,2296.4,2359.57
9/8/2024,2.7335E+11,10405191111,2272.7,2296.4
9/7/2024,2.67575E+11,26087934661,2223.78,2272.7
9/6/2024,2.84989E+11,11060190871,2367.77,2223.78
9/5/2024,2.94329E+11,16639700583,2448.31,2367.77
9/4/2024,2.93818E+11,9565142020,2437.15,2448.31
